,plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
840,FAH6940,NY,PAS,8564502124,05/17/2017,03:41P,EXPIRED MUNI METER,,35.0,10.0,0.0,10.0,35.0,0.0,107.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROYWtWNVRrRTlQUT09&locationName=_____________________)
841,HEJ8386,NY,PAS,8564502331,05/18/2017,01:38P,OBSTRUCTING DRIVEWAY,,95.0,0.0,0.0,0.0,95.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROYWsxNlRWRTlQUT09&locationName=_____________________)
842,FSX6412,NY,PAS,8605205428,11/02/2017,04:10P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,50.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVTWGRPVkZGNVQwRTlQUT09&locationName=_____________________)
843,28524MH,NY,COM,8605207530,11/14/2017,12:39P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,46.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVTWGRPZWxWNlRVRTlQUT09&locationName=_____________________)
844,11295SH,NY,SCL,8605304364,11/28/2017,01:25P,PARKED BUS-EXC. DESIG. AREA,,45.0,0.0,0.0,0.0,45.0,0.0,43.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVUWGRPUkUweVRrRTlQUT09&locationName=_____________________)
845,GJD7307,NY,PAS,8605304388,11/28/2017,01:50P,SAFETY ZONE,,115.0,0.0,0.0,0.0,115.0,0.0,43.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVUWGRPUkUwMFQwRTlQUT09&locationName=_____________________)
846,HVB5886,NY,PAS,8605609187,11/28/2017,08:14A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,44.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVXWGRQVkVVMFRuYzlQUT09&locationName=_____________________)
847,HPM6838,NY,PAS,8605609242,11/28/2017,08:31A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,44.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVXWGRQVkVrd1RXYzlQUT09&locationName=_____________________)
848,12089MJ,NY,COM,8605451373,11/10/2017,10:23A,NO STANDING-BUS STOP,,115.0,0.0,0.0,10.0,105.0,0.0,52.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVVVEZOVkUwelRYYzlQUT09&locationName=_____________________)
849,57101JZ,NY,COM,8605451520,11/10/2017,11:57A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,52.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVVVEZOVkZWNVRVRTlQUT09&locationName=_____________________)
850,GZL2576,NY,PAS,8605452900,11/16/2017,12:10P,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,52.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVVVEZOYW10M1RVRTlQUT09&locationName=_____________________)
851,GAR4044,NY,PAS,8578869941,04/25/2018,02:38P,FAIL TO DSPLY MUNI METER RECPT,08/09/2018,35.0,60.0,0.14,0.0,95.14,0.0,90.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wOUVaekpQVkdzd1RWRTlQUT09&locationName=_____________________)
852,36704MG,NY,COM,8538513084,05/08/2017,03:35P,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,90.0,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGhOZWtFMFRrRTlQUT09&locationName=_____________________)
853,HFR3641,PA,PAS,7423436057,03/25/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBPYWtFeFRuYzlQUT09&locationName=_____________________)
854,ETJ9128,NY,PAS,7423436306,03/26/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBPYWsxM1RtYzlQUT09&locationName=_____________________)
855,DBJ5394,NY,PAS,8564502422,05/18/2017,03:22P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,35.0,0.0,0.0,105.0,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROYWxGNVRXYzlQUT09&locationName=_____________________)
856,CSN7531,NY,PAS,8564502367,05/18/2017,01:53P,NO PARKING-EXC. AUTH. VEHICLE,,60.0,0.0,0.0,60.0,0.0,0.0,105.0,Q,TRAFFIC,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROYWsweVRuYzlQUT09&locationName=_____________________)
857,FHP4986,NY,PAS,8564502410,05/18/2017,03:11P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROYWxGNFRVRTlQUT09&locationName=_____________________)
858,HNH5990,NY,OMS,8564502227,05/17/2017,05:59P,FAIL TO DSPLY MUNI METER RECPT,,35.0,10.0,0.0,10.0,35.0,0.0,107.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROYWtsNVRuYzlQUT09&locationName=_____________________)
859,54612PC,NY,IRP,8484453741,03/01/2017,06:20A,NO PARKING-EXC. AUTH. VEHICLE,06/15/2017,65.0,60.0,1.66,0.06,126.6,0.0,10.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNUVVVEZOZW1Nd1RWRTlQUT09&locationName=_____________________)
860,CJL3714,GA,PAS,8641798894,03/07/2020,11:01A,NO STANDING-COMM METER ZONE,,115.0,0.0,0.0,0.0,115.0,0.0,18.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVZelZQUkdjMVRrRTlQUT09&locationName=_____________________)
861,HBR4035,NY,PAS,8564502471,05/18/2017,04:08P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROYWxFelRWRTlQUT09&locationName=_____________________)
862,HHK6729,NY,PAS,8564502513,05/18/2017,04:39P,FRONT OR BACK PLATE MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROYWxWNFRYYzlQUT09&locationName=_____________________)
863,GVU6555,NY,PAS,4677337044,01/28/2020,07:59P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,25.0,0.0,25.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZUWHBPZWtFd1RrRTlQUT09&locationName=_____________________)
864,73421JH,NY,COM,8587482191,06/21/2018,07:44A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,18.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNTZVVFJOYWtVMVRWRTlQUT09&locationName=_____________________)
865,HPJ4816,NY,PAS,8605454040,11/24/2017,10:20A,EXPIRED MUNI METER,,35.0,0.0,0.0,0.0,35.0,0.0,44.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVVVEZPUkVFd1RVRTlQUT09&locationName=_____________________)
866,T69JBS,NJ,PAS,8605454052,11/24/2017,10:22A,EXPIRED MUNI METER,,35.0,0.0,0.0,0.0,35.0,0.0,44.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVVVEZPUkVFeFRXYzlQUT09&locationName=_____________________)
867,KBK3003,PA,PAS,8605500670,11/04/2017,08:12A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,52.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVWWGROUkZrelRVRTlQUT09&locationName=_____________________)
868,HMM4199,NY,PAS,8605500761,11/04/2017,08:44A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,52.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVWWGROUkdNeVRWRTlQUT09&locationName=_____________________)
869,66252MH,NY,COM,8605501522,11/08/2017,11:43A,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,15.0,20.0,0.0,52.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVWWGROVkZWNVRXYzlQUT09&locationName=_____________________)
870,92610JU,NY,COM,8605501870,11/09/2017,03:22P,NO STANDING-BUS STOP,,115.0,0.0,0.0,10.0,105.0,0.0,48.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVWWGROVkdjelRVRTlQUT09&locationName=_____________________)
871,GSV7618,NY,PAS,8605502370,11/24/2017,11:42A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,40.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVWWGROYWswelRVRTlQUT09&locationName=_____________________)
872,FZY1768,NY,PAS,8528963020,05/10/2017,01:47P,FAIL TO DSPLY MUNI METER RECPT,,35.0,30.0,0.0,0.0,65.0,0.0,43.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhekpOZWtGNVRVRTlQUT09&locationName=_____________________)
873,GMR1290,NY,PAS,8538513618,05/10/2017,10:05A,INSP. STICKER-EXPIRED/MISSING,,65.0,10.0,0.0,0.0,75.0,0.0,81.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGhOZWxsNFQwRTlQUT09&locationName=_____________________)
874,ZMR31S,NJ,PAS,7423436690,03/31/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBPYWxrMVRVRTlQUT09&locationName=_____________________)
875,EXT1066,NY,PAS,7423436800,03/31/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBPYW1kM1RVRTlQUT09&locationName=_____________________)
876,GMH1453,NY,PAS,8479003649,12/17/2016,02:51P,NO STANDING-COMM METER ZONE,04/20/2017,115.0,60.0,1.12,0.0,176.12,0.0,14.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOVVRWGROZWxrd1QxRTlQUT09&locationName=_____________________)
877,GLV4799,NY,PAS,8479006043,01/14/2017,09:56A,FAIL TO DSPLY MUNI METER RECPT,05/04/2017,65.0,60.0,0.4,0.12,125.28,0.0,10.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOVVRWGRPYWtFd1RYYzlQUT09&locationName=_____________________)
878,EJP9371,NY,PAS,7423436902,03/31/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBPYW10M1RXYzlQUT09&locationName=_____________________)
879,HHX2135,NY,OMS,8479006250,01/15/2017,10:30A,FIRE HYDRANT,06/29/2017,115.0,60.0,0.43,0.0,175.43,0.0,14.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOVVRWGRPYWtreFRVRTlQUT09&locationName=_____________________)
880,HDV2069,NY,PAS,8564502835,05/19/2017,04:24P,NO PARKING-DAY/TIME LIMITS,,60.0,0.0,0.0,0.0,60.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROYW1kNlRsRTlQUT09&locationName=_____________________)
881,KLD432,MA,PAS,1427798825,11/13/2017,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNTZZelZQUkdkNVRsRTlQUT09&locationName=_____________________)
882,HJV7459,NY,PAS,8605502630,11/24/2017,12:27P,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,40.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVWWGROYWxsNlRVRTlQUT09&locationName=_____________________)
883,HBT8482,NY,PAS,8605603744,11/03/2017,06:41A,NO PARKING-DAY/TIME LIMITS,,60.0,0.0,0.0,0.0,60.0,0.0,50.0,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVXWGROZW1Nd1RrRTlQUT09&locationName=_____________________)
884,HVB6159,NY,PAS,8606004121,11/02/2017,11:05A,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,65.0,0.0,0.0,52.0,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFRWGRPUkVWNVRWRTlQUT09&locationName=_____________________)
885,96167MA,NY,COM,8606006130,11/09/2017,02:32P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,52.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFRWGRPYWtWNlRVRTlQUT09&locationName=_____________________)
886,HAY3870,NY,PAS,8606006579,11/14/2017,12:29P,REG. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,52.0,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFRWGRPYWxVelQxRTlQUT09&locationName=_____________________)
887,GFJ5663,OH,PAS,8606059419,11/28/2017,09:49A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,52.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFRVEZQVkZGNFQxRTlQUT09&locationName=_____________________)
888,HHU5276,NY,PAS,8606154234,11/22/2017,09:53A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,50.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFSVEZPUkVsNlRrRTlQUT09&locationName=_____________________)
889,51205JW,NY,COM,8606402187,11/03/2017,03:00P,NO STANDING-BUS STOP,,115.0,0.0,0.0,10.0,105.0,0.0,52.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVWGROYWtVMFRuYzlQUT09&locationName=_____________________)
890,JHL3183,NY,PAS,4677339697,01/28/2020,08:33P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,25.0,0.0,25.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZUWHBQVkZrMVRuYzlQUT09&locationName=_____________________)
891,HNY6074,NY,PAS,8528963275,05/11/2017,01:00P,NO PARKING-DAY/TIME LIMITS,,60.0,10.0,0.0,0.0,70.0,0.0,47.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhekpOZWtrelRsRTlQUT09&locationName=_____________________)
892,83TF08,NY,MOT,8538513795,05/10/2017,12:11P,INSP. STICKER-EXPIRED/MISSING,,65.0,10.0,0.0,0.0,75.0,0.0,83.0,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGhOZW1NMVRsRTlQUT09&locationName=_____________________)
893,35RM83,NY,MOT,8538514118,05/11/2017,09:00A,REG. STICKER-EXPIRED/MISSING,,65.0,10.0,0.0,0.0,75.0,0.0,77.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGhPUkVWNFQwRTlQUT09&locationName=_____________________)
894,EYA2092,NY,PAS,7423436938,04/01/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBPYW10NlQwRTlQUT09&locationName=_____________________)
895,DXG5367,NY,PAS,7423436940,04/01/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBPYW1zd1RVRTlQUT09&locationName=_____________________)
896,CYC2186,NY,PAS,8642475810,12/16/2019,06:35P,DOUBLE PARKING,,115.0,30.0,0.0,0.0,145.0,0.0,88.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMXFVVE5PVkdkNFRVRTlQUT09&locationName=_____________________)
897,22247JX,NY,COM,8479006821,01/18/2017,10:47A,FAIL TO DISP. MUNI METER RECPT,05/04/2017,65.0,60.0,0.4,0.12,125.28,0.0,14.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOVVRWGRPYW1kNVRWRTlQUT09&locationName=_____________________)
898,XCYH58,NJ,PAS,8564502896,05/19/2017,05:42P,STORAGE-3HR COMMERCIAL,,65.0,0.0,0.0,0.0,65.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROYW1jMVRtYzlQUT09&locationName=_____________________)
899,XCZM36,NJ,PAS,8564502914,05/19/2017,05:47P,STORAGE-3HR COMMERCIAL,,65.0,0.0,0.0,0.0,65.0,0.0,105.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROYW10NFRrRTlQUT09&locationName=_____________________)
900,XX199C,NJ,PAS,8112519638,05/25/2016,02:02P,DOUBLE PARKING-MIDTOWN COMML,,115.0,0.0,0.0,0.0,115.0,0.0,10.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSRmVFMXFWWGhQVkZsNlQwRTlQUT09&locationName=_____________________)
901,HUH3602,NY,PAS,4677970920,02/05/2020,12:45P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk0wNTZhek5OUkd0NVRVRTlQUT09&locationName=_____________________)
902,92567JE,NY,COM,8606403490,11/10/2017,01:14P,NO STOPPING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,40.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVWGROZWxFMVRVRTlQUT09&locationName=_____________________)
903,35413MB,NY,COM,8606404238,11/14/2017,03:42P,SAFETY ZONE,,115.0,0.0,0.0,10.0,105.0,0.0,50.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVWGRPUkVsNlQwRTlQUT09&locationName=_____________________)
904,9999864R,NJ,PAS,8946365092,04/12/2021,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFUVEpPVkVFMVRXYzlQUT09&locationName=_____________________)
905,91649MC,NY,COM,8606404329,11/14/2017,04:56P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,23.0,92.0,0.0,50.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVWGRPUkUxNVQxRTlQUT09&locationName=_____________________)
906,91649MC,NY,COM,8606404330,11/14/2017,05:00P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,37.0,28.0,0.0,50.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVWGRPUkUxNlRVRTlQUT09&locationName=_____________________)
907,FFS4406,NY,PAS,8606454930,10/17/2017,01:08P,DOUBLE PARKING,,115.0,10.0,0.0,0.0,125.0,0.0,46.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVEZPUkd0NlRVRTlQUT09&locationName=_____________________)
908,GUJ1891,NY,PAS,8606465550,11/25/2017,06:27A,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,45.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFVVEpPVkZVeFRVRTlQUT09&locationName=_____________________)
909,C78ERG,NJ,PAS,8606810319,11/28/2017,09:48A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,50.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFaM2hOUkUxNFQxRTlQUT09&locationName=_____________________)
910,HMR3553,NY,PAS,8608357847,11/28/2017,08:16A,NO PARKING-STREET CLEANING,,45.0,0.0,0.0,0.0,45.0,0.0,40.0,BX,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwOUVUVEZPZW1jd1RuYzlQUT09&locationName=_____________________)
911,T669700C,NY,OMT,8608358013,11/28/2017,09:40A,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,65.0,0.0,0.0,40.0,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwOUVUVEZQUkVGNFRYYzlQUT09&locationName=_____________________)
912,92738JU,NY,COM,8606908691,11/07/2017,02:00P,SAFETY ZONE,,115.0,0.0,0.0,10.0,105.0,0.0,48.0,BX,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNXFhM2RQUkZrMVRWRTlQUT09&locationName=_____________________)
913,3AFBG4,CT,PAS,8528963780,05/13/2017,12:27P,EXPIRED MUNI METER,,35.0,10.0,0.0,45.0,0.0,0.0,49.0,BX,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOUVhekpOZW1NMFRVRTlQUT09&locationName=_____________________)
914,EFY3335,NY,PAS,7423437360,04/07/2010,,,,,,,,,,,,,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUmVVMTZVWHBPZWsweVRVRTlQUT09&locationName=_____________________)
915,CSL3918,NY,PAS,8538514489,05/11/2017,02:50P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,77.0,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGhPUkZFMFQxRTlQUT09&locationName=_____________________)
916,FBX6302,NY,PAS,8538514362,05/11/2017,12:01P,NO PARKING-STREET CLEANING,,45.0,10.0,0.0,0.0,55.0,0.0,77.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGhPUkUweVRXYzlQUT09&locationName=_____________________)
917,DBM2397,NY,PAS,8538514635,05/12/2017,07:10A,FRONT OR BACK PLATE MISSING,,65.0,10.0,0.0,0.0,75.0,0.0,90.0,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVrOUVWWGhPUkZsNlRsRTlQUT09&locationName=_____________________)
918,N506ZZ,FL,PAS,8564503244,05/20/2017,05:37P,DOUBLE PARKING,,115.0,0.0,0.0,0.0,115.0,0.0,106.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROZWtrd1RrRTlQUT09&locationName=_____________________)
919,GEFL46,FL,PAS,8564503062,05/20/2017,02:26P,FRONT OR BACK PLATE MISSING,,65.0,0.0,0.0,65.0,0.0,0.0,106.0,Q,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROZWtFeVRXYzlQUT09&locationName=_____________________)
920,HMA6090,NY,PAS,8564503001,05/20/2017,01:54P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,106.0,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1rNUVWWGROZWtGM1RWRTlQUT09&locationName=_____________________)
921,FEW2732,NY,PAS,8479010526,02/01/2017,11:14A,EXPIRED MUNI METER,,65.0,60.0,0.0,30.0,95.0,0.0,13.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wOVVRWGhOUkZWNVRtYzlQUT09&locationName=_____________________)
